earliest_filing_year,ctry_code,cpc_green,count
2015,CZ,Production of energy,15.65285547785547785546
2016,CZ,Production of energy,17.59466089466089466089
2017,CZ,Production of energy,15.39556277056277056276
2018,CZ,Production of energy,6.44134199134199134198
2019,CZ,Production of energy,1.95833333333333333333
1900,DE,Production of energy,0.25000000000000000000
1901,DE,Production of energy,0.14285714285714285714
1902,DE,Production of energy,0.25000000000000000000
1903,DE,Production of energy,4.11666666666666666667
1904,DE,Production of energy,2.00000000000000000000
1905,DE,Production of energy,3.91666666666666666666
1906,DE,Production of energy,3.75000000000000000000
1907,DE,Production of energy,2.58333333333333333334
1908,DE,Production of energy,2.25000000000000000000
1909,DE,Production of energy,4.28571428571428571427
1910,DE,Production of energy,3.56666666666666666667
1911,DE,Production of energy,4.91666666666666666665
1912,DE,Production of energy,1.86666666666666666666
1913,DE,Production of energy,2.99999999999999999999
1914,DE,Production of energy,0.50000000000000000000
1915,DE,Production of energy,0.50000000000000000000
1916,DE,Production of energy,0.50000000000000000000
1917,DE,Production of energy,0.50000000000000000000
1918,DE,Production of energy,0.50000000000000000000
1919,DE,Production of energy,2.00000000000000000000
1920,DE,Production of energy,2.50000000000000000000
1921,DE,Production of energy,4.80833333333333333333
1922,DE,Production of energy,1.83333333333333333333
1923,DE,Production of energy,1.00000000000000000000
1924,DE,Production of energy,3.46190476190476190475
1925,DE,Production of energy,3.49999999999999999999
1926,DE,Production of energy,2.83333333333333333333
1927,DE,Production of energy,5.39583333333333333333
1928,DE,Production of energy,2.14285714285714285714
1929,DE,Production of energy,3.48333333333333333333
1930,DE,Production of energy,4.49999999999999999999
1931,DE,Production of energy,2.72222222222222222222
1932,DE,Production of energy,2.28571428571428571427
1933,DE,Production of energy,0.57692307692307692308
1934,DE,Production of energy,1.75000000000000000000
1935,DE,Production of energy,2.33333333333333333333
1936,DE,Production of energy,4.80000000000000000000
1937,DE,Production of energy,3.75000000000000000000
1938,DE,Production of energy,11.33333333333333333332
1939,DE,Production of energy,7.57499999999999999999
1940,DE,Production of energy,9.53333333333333333332
1941,DE,Production of energy,10.63333333333333333333
1942,DE,Production of energy,7.83644688644688644687
1943,DE,Production of energy,5.74999999999999999999
1944,DE,Production of energy,1.83333333333333333333
1945,DE,Production of energy,1.66666666666666666666
1946,DE,Production of energy,0.58333333333333333333
1947,DE,Production of energy,0.33333333333333333333
1948,DE,Production of energy,2.53571428571428571427
1949,DE,Production of energy,3.75000000000000000000
1950,DE,Production of energy,7.05476190476190476190
1951,DE,Production of energy,9.60952380952380952379
1952,DE,Production of energy,7.14444444444444444444
1953,DE,Production of energy,7.82499999999999999998
1954,DE,Production of energy,14.20396825396825396822
1955,DE,Production of energy,11.62333333333333333331
1956,DE,Production of energy,14.26785714285714285710
1957,DE,Production of energy,12.52261904761904761905
1958,DE,Production of energy,18.16133392751039809860
1959,DE,Production of energy,17.38690476190476190472
1960,DE,Production of energy,14.88452380952380952378
1961,DE,Production of energy,16.32301587301587301580
1962,DE,Production of energy,13.95634920634920634916
1963,DE,Production of energy,13.83813131313131313129
1964,DE,Production of energy,27.78019203019203019200
1965,DE,Production of energy,34.33255772005772005766
1966,DE,Production of energy,32.41291486291486291480
1967,DE,Production of energy,24.65396825396825396822
1968,DE,Production of energy,34.19602984734563681925
1969,DE,Production of energy,40.86249999999999999999
1970,DE,Production of energy,25.08364552114552114553
1971,DE,Production of energy,40.99047619047619047607
1972,DE,Production of energy,44.06547619047619047609
1973,DE,Production of energy,46.63650793650793650785
1974,DE,Production of energy,51.53731203007518796980
1975,DE,Production of energy,52.18927909236732766137
1976,DE,Production of energy,70.26082713582713582705
1977,DE,Production of energy,78.25624734742381801195
1978,DE,Production of energy,78.96145659895659895652
1979,DE,Production of energy,97.26304790554016560194
1980,DE,Production of energy,163.04617830426653956042
1981,DE,Production of energy,118.61346358245335227412
1982,DE,Production of energy,114.51473657061892355984
1983,DE,Production of energy,116.25488626870205817553
1984,DE,Production of energy,125.62789926113455525213
1985,DE,Production of energy,120.32137561512561512550
1986,DE,Production of energy,115.48398488852049223549
1987,DE,Production of energy,93.36747696747696747692
1988,DE,Production of energy,82.61182428682428682423
1989,DE,Production of energy,83.43135059385059385052
1990,DE,Production of energy,64.15503108003108003103
1991,DE,Production of energy,61.09618113368113368107
1992,DE,Production of energy,56.13580715237061986277
1993,DE,Production of energy,76.40155763601760707684
1994,DE,Production of energy,65.82378538672656319698
1995,DE,Production of energy,79.45097771756913785299
1996,DE,Production of energy,76.86142332927936643104
1997,DE,Production of energy,78.46178469578237380077
1998,DE,Production of energy,93.22749913296571662416
1999,DE,Production of energy,94.39998314941534395770
2000,DE,Production of energy,93.84676729645769893431
2001,DE,Production of energy,106.66397029410615387575
2002,DE,Production of energy,122.02808179611260605960
2003,DE,Production of energy,112.64323753621626937280
2004,DE,Production of energy,118.75293024186989206362
2005,DE,Production of energy,124.30455393781728411020
2006,DE,Production of energy,144.09108838566127111992
2007,DE,Production of energy,192.21619435845491757320
2008,DE,Production of energy,255.97098774857969064972
2009,DE,Production of energy,293.13626160446429639247
2010,DE,Production of energy,341.50048644202252778239
2011,DE,Production of energy,393.66947875918694040488
2012,DE,Production of energy,326.85980074892876873019
2013,DE,Production of energy,260.25269297312914118181
2014,DE,Production of energy,235.15874476921181395800
2015,DE,Production of energy,190.22462975233424308618
2016,DE,Production of energy,191.40548456539469771433
2017,DE,Production of energy,81.70054114306219721358
2018,DE,Production of energy,7.48213281601439496178
9999,DE,Production of energy,22.00000000000000000000
1917,DK,Production of energy,1.33333333333333333333
1918,DK,Production of energy,0.79166666666666666667
1919,DK,Production of energy,0.66666666666666666666
1921,DK,Production of energy,0.50000000000000000000
1924,DK,Production of energy,0.50000000000000000000
1927,DK,Production of energy,0.99999999999999999999
1930,DK,Production of energy,0.50000000000000000000
1933,DK,Production of energy,0.50000000000000000000
1947,DK,Production of energy,1.00000000000000000000
1956,DK,Production of energy,0.50000000000000000000
1958,DK,Production of energy,0.08333333333333333333
1960,DK,Production of energy,0.89166666666666666666
1962,DK,Production of energy,0.33333333333333333333
1963,DK,Production of energy,0.33333333333333333333
1964,DK,Production of energy,0.25000000000000000000
1967,DK,Production of energy,0.50000000000000000000
1968,DK,Production of energy,1.16666666666666666667
1970,DK,Production of energy,0.12500000000000000000
1973,DK,Production of energy,0.02777777777777777778
1974,DK,Production of energy,0.33333333333333333333
1975,DK,Production of energy,0.71794871794871794872
1976,DK,Production of energy,0.14285714285714285714
1977,DK,Production of energy,0.30952380952380952381
1979,DK,Production of energy,2.51174242424242424242
1980,DK,Production of energy,4.45119047619047619048
1981,DK,Production of energy,1.55505952380952380952
1982,DK,Production of energy,4.76587301587301587301
1983,DK,Production of energy,0.53611111111111111111
1984,DK,Production of energy,1.01666666666666666666
1985,DK,Production of energy,1.98809523809523809524
1986,DK,Production of energy,1.75000000000000000001
1987,DK,Production of energy,3.76785714285714285714
1988,DK,Production of energy,5.19166666666666666667
1989,DK,Production of energy,0.47275641025641025641
1990,DK,Production of energy,2.87777777777777777778
1991,DK,Production of energy,4.17454855086434033803
1992,DK,Production of energy,1.00833333333333333333
1993,DK,Production of energy,5.37840909090909090909
1994,DK,Production of energy,4.01509740259740259740
1995,DK,Production of energy,8.23790792540792540793
1996,DK,Production of energy,3.76388888888888888890
1997,DK,Production of energy,5.92500000000000000000
1998,DK,Production of energy,13.71026653085476614887
1999,DK,Production of energy,10.25865421128579023314
2000,DK,Production of energy,10.19576902566033000814
2001,DK,Production of energy,7.61766081141081141076
2002,DK,Production of energy,12.78585719835719835716
2003,DK,Production of energy,12.38163799457336609041
2004,DK,Production of energy,15.44957957910544117440
2005,DK,Production of energy,16.15752012626238632433
2006,DK,Production of energy,21.02649439483804808884
2007,DK,Production of energy,34.25844619222228330392
2008,DK,Production of energy,53.02010578288601912231
2009,DK,Production of energy,48.16665957684680084686
2010,DK,Production of energy,61.94338958853275804715
2011,DK,Production of energy,83.83589868662220257333
2012,DK,Production of energy,51.70589416861088687712
2013,DK,Production of energy,51.73689596251128758878
2014,DK,Production of energy,41.82337568471972551020
2015,DK,Production of energy,45.10727530505487695629
2016,DK,Production of energy,55.41776989007909463499
2017,DK,Production of energy,19.91345270226849174213
2018,DK,Production of energy,0.31944444444444444444
9999,DK,Production of energy,3.00000000000000000000
1976,DO,Production of energy,0.50000000000000000000
1981,DO,Production of energy,0.33333333333333333334
2014,DO,Production of energy,0.04761904761904761905
2016,DO,Production of energy,0.50000000000000000000
1905,DZ,Production of energy,1.00000000000000000000
1906,DZ,Production of energy,0.14285714285714285714
1909,DZ,Production of energy,0.50000000000000000000
1911,DZ,Production of energy,0.50000000000000000000
1912,DZ,Production of energy,0.50000000000000000000
1916,DZ,Production of energy,1.00000000000000000000
1918,DZ,Production of energy,1.33333333333333333332
1920,DZ,Production of energy,0.50000000000000000000
1922,DZ,Production of energy,1.33333333333333333333
1923,DZ,Production of energy,0.50000000000000000000
1992,DZ,Production of energy,0.25000000000000000000
2001,DZ,Production of energy,0.50000000000000000000
2002,DZ,Production of energy,0.50000000000000000000
2003,DZ,Production of energy,0.16666666666666666667
2007,DZ,Production of energy,0.04166666666666666667
2009,DZ,Production of energy,0.09999999999999999999
2010,DZ,Production of energy,0.09415584415584415584
2011,DZ,Production of energy,0.02777777777777777778
2014,DZ,Production of energy,0.05555555555555555556
2016,DZ,Production of energy,0.02631578947368421053
2017,DZ,Production of energy,0.12500000000000000000
1999,EC,Production of energy,0.09808612440191387560
2007,EC,Production of energy,0.01333333333333333333
2008,EC,Production of energy,0.10000000000000000000
2010,EC,Production of energy,0.10000000000000000000
2011,EC,Production of energy,0.03333333333333333333
2013,EC,Production of energy,0.33333333333333333333
1991,EE,Production of energy,0.50000000000000000000
1993,EE,Production of energy,1.00000000000000000000
1994,EE,Production of energy,1.33333333333333333333
1996,EE,Production of energy,1.00000000000000000000
2000,EE,Production of energy,0.02380952380952380952
2003,EE,Production of energy,0.26984126984126984127
2004,EE,Production of energy,0.70000000000000000000
2005,EE,Production of energy,2.00000000000000000000
2007,EE,Production of energy,1.42063492063492063492
2008,EE,Production of energy,6.42857142857142857142
2009,EE,Production of energy,0.75000000000000000000
2010,EE,Production of energy,0.55021645021645021646
2011,EE,Production of energy,1.17500000000000000000
2012,EE,Production of energy,0.48333333333333333333
2013,EE,Production of energy,0.29425837320574162680
2014,EE,Production of energy,1.48095238095238095239
2016,EE,Production of energy,1.51488095238095238096
2017,EE,Production of energy,0.17226890756302521008
1911,EG,Production of energy,0.50000000000000000000
1912,EG,Production of energy,0.40000000000000000000
1919,EG,Production of energy,1.00000000000000000000
1920,EG,Production of energy,0.50000000000000000000
1982,EG,Production of energy,0.33333333333333333333
1984,EG,Production of energy,0.50000000000000000000
1997,EG,Production of energy,0.12698412698412698413
2000,EG,Production of energy,0.04166666666666666667
2005,EG,Production of energy,0.08333333333333333334
2006,EG,Production of energy,0.25000000000000000000
2009,EG,Production of energy,0.05882352941176470588
2010,EG,Production of energy,1.00000000000000000000
2011,EG,Production of energy,0.17361111111111111112
2012,EG,Production of energy,0.15476190476190476191
2013,EG,Production of energy,0.06250000000000000000
2014,EG,Production of energy,0.06089743589743589744
2015,EG,Production of energy,0.79365079365079365079
2016,EG,Production of energy,0.16858465608465608466
2017,EG,Production of energy,0.05654761904761904762
1987,EP,Production of energy,0.04166666666666666667
1903,ES,Production of energy,1.00000000000000000000
1905,ES,Production of energy,0.50000000000000000000
1906,ES,Production of energy,1.00000000000000000000
1910,ES,Production of energy,0.75000000000000000000
1916,ES,Production of energy,0.50000000000000000000
1923,ES,Production of energy,0.50000000000000000000
1924,ES,Production of energy,0.50000000000000000000
1944,ES,Production of energy,0.50000000000000000000
1951,ES,Production of energy,1.00000000000000000000
1961,ES,Production of energy,0.28571428571428571428
1962,ES,Production of energy,0.02564102564102564103
1965,ES,Production of energy,0.12500000000000000000
1975,ES,Production of energy,0.66666666666666666667
1976,ES,Production of energy,0.77777777777777777778
1977,ES,Production of energy,1.52500000000000000001
1978,ES,Production of energy,1.59072594072594072594
1979,ES,Production of energy,2.48333333333333333333
1980,ES,Production of energy,1.85378510378510378510
1981,ES,Production of energy,1.90476190476190476190
1982,ES,Production of energy,1.27976190476190476191
1983,ES,Production of energy,0.80000000000000000000
1984,ES,Production of energy,0.50000000000000000000
1985,ES,Production of energy,0.45000000000000000000
1986,ES,Production of energy,1.00000000000000000000
1987,ES,Production of energy,1.62500000000000000001
1988,ES,Production of energy,3.70833333333333333333
1989,ES,Production of energy,2.16666666666666666666
1990,ES,Production of energy,6.16666666666666666667
1991,ES,Production of energy,6.01666666666666666668
1992,ES,Production of energy,4.58333333333333333333
1993,ES,Production of energy,3.87063492063492063492
1994,ES,Production of energy,3.04166666666666666667
1995,ES,Production of energy,2.95476190476190476191
1996,ES,Production of energy,7.15396825396825396825
1997,ES,Production of energy,7.12878787878787878788
1998,ES,Production of energy,6.89285714285714285713
1999,ES,Production of energy,11.80031080031080031081
2000,ES,Production of energy,15.59446248196248196251
2001,ES,Production of energy,12.63835695894519423931
2002,ES,Production of energy,15.26142278773857721226
2003,ES,Production of energy,16.41412337662337662334
2004,ES,Production of energy,19.75427142302142302138
2005,ES,Production of energy,27.67045856920856920852
2006,ES,Production of energy,44.82120518333164718946
2007,ES,Production of energy,53.71828342466500361238
2008,ES,Production of energy,60.87486741422853281785
2009,ES,Production of energy,79.39976008468655527467
2010,ES,Production of energy,68.85959200556964147524
2011,ES,Production of energy,59.05164963403877272369
2012,ES,Production of energy,61.12216717357003734710
2013,ES,Production of energy,56.60786109982090552167
2014,ES,Production of energy,49.71853113082333031168
2015,ES,Production of energy,36.14175612951508092166
2016,ES,Production of energy,31.94208875415771967492
2017,ES,Production of energy,19.42145419433438543074
2018,ES,Production of energy,11.10416666666666666667
2016,ET,Production of energy,0.50000000000000000000
1920,FI,Production of energy,0.50000000000000000000
1923,FI,Production of energy,0.50000000000000000000
1924,FI,Production of energy,0.50000000000000000000
1927,FI,Production of energy,0.33333333333333333333
1935,FI,Production of energy,1.00000000000000000000
1937,FI,Production of energy,1.00000000000000000000
1939,FI,Production of energy,1.00000000000000000000
1944,FI,Production of energy,1.00000000000000000000
1945,FI,Production of energy,1.00000000000000000000
1951,FI,Production of energy,1.50000000000000000000
1958,FI,Production of energy,0.50000000000000000000
1960,FI,Production of energy,0.25000000000000000000
1962,FI,Production of energy,0.25000000000000000000
1965,FI,Production of energy,0.26666666666666666667
1966,FI,Production of energy,0.16666666666666666667
1967,FI,Production of energy,0.46666666666666666667
1972,FI,Production of energy,0.10173160173160173160
1973,FI,Production of energy,0.25000000000000000000
1974,FI,Production of energy,1.33333333333333333333
1975,FI,Production of energy,0.66666666666666666666
1976,FI,Production of energy,0.11111111111111111111
1978,FI,Production of energy,1.56111111111111111111
1979,FI,Production of energy,0.50000000000000000000
1980,FI,Production of energy,3.56666666666666666667
1981,FI,Production of energy,1.88822751322751322752
1982,FI,Production of energy,3.24285714285714285714
1983,FI,Production of energy,1.77941176470588235294
1984,FI,Production of energy,1.36111111111111111111
1985,FI,Production of energy,2.49722222222222222222
1986,FI,Production of energy,1.36666666666666666667
1987,FI,Production of energy,1.42619047619047619048
1988,FI,Production of energy,0.85416666666666666666
1989,FI,Production of energy,1.65396825396825396825
1990,FI,Production of energy,2.60497835497835497836
1991,FI,Production of energy,1.99386724386724386723
1992,FI,Production of energy,9.47380952380952380950
1993,FI,Production of energy,4.98383838383838383838
1994,FI,Production of energy,4.81953781512605042017
1995,FI,Production of energy,6.71112221112221112221
1996,FI,Production of energy,5.99185340802987861810
1997,FI,Production of energy,3.88620448179271708684
1998,FI,Production of energy,8.54051226551226551228
1999,FI,Production of energy,6.18882783882783882784
2000,FI,Production of energy,3.51931075460487225194
2001,FI,Production of energy,1.73015873015873015874
2002,FI,Production of energy,7.85329896711475658841
2003,FI,Production of energy,4.97164224664224664226
2004,FI,Production of energy,5.29283216783216783216
2005,FI,Production of energy,6.35478407757819522527
2006,FI,Production of energy,6.99060661560661560661
2007,FI,Production of energy,9.99592909959753848736
2008,FI,Production of energy,12.97448495413759105444
2009,FI,Production of energy,11.12349684629096393802
2010,FI,Production of energy,20.61729148044937518626
2011,FI,Production of energy,15.36105961445588253723
2012,FI,Production of energy,15.90077142151441785680
2013,FI,Production of energy,17.55557698020933315053
2014,FI,Production of energy,16.22229663892683002323
2015,FI,Production of energy,15.69758451787863552570
2016,FI,Production of energy,15.22197783440043501965
2017,FI,Production of energy,9.67021339012438083643
2018,FI,Production of energy,1.57810150375939849624
2019,FI,Production of energy,0.20000000000000000000
9999,FI,Production of energy,40.00000000000000000000
2014,FJ,Production of energy,0.06250000000000000000
2011,FO,Production of energy,0.16666666666666666667
2016,FO,Production of energy,0.33333333333333333333
1890,FR,Production of energy,0.50000000000000000000
1901,FR,Production of energy,1.25000000000000000000
1902,FR,Production of energy,13.58333333333333333331
1903,FR,Production of energy,10.56666666666666666665
1904,FR,Production of energy,7.74999999999999999999
1905,FR,Production of energy,11.74523809523809523807
1906,FR,Production of energy,12.36666666666666666661
1907,FR,Production of energy,7.26666666666666666665
1908,FR,Production of energy,7.99999999999999999998
1909,FR,Production of energy,7.47619047619047619045
1910,FR,Production of energy,9.58333333333333333329
1911,FR,Production of energy,12.22619047619047619045
1912,FR,Production of energy,9.44999999999999999996
1913,FR,Production of energy,11.33333333333333333330
1914,FR,Production of energy,7.03333333333333333332
1915,FR,Production of energy,1.50000000000000000000
1916,FR,Production of energy,7.66666666666666666666
1917,FR,Production of energy,12.73333333333333333330
1918,FR,Production of energy,10.86666666666666666665
1919,FR,Production of energy,14.95238095238095238091
1920,FR,Production of energy,31.84999999999999999992
1921,FR,Production of energy,18.61334586466165413531
1922,FR,Production of energy,12.01666666666666666665
1923,FR,Production of energy,11.14999999999999999997
1924,FR,Production of energy,10.28333333333333333332
1925,FR,Production of energy,9.28333333333333333330
1926,FR,Production of energy,14.33333333333333333332
1927,FR,Production of energy,8.64999999999999999999
1928,FR,Production of energy,7.69999999999999999999
1929,FR,Production of energy,6.69999999999999999999
1930,FR,Production of energy,6.28333333333333333333
1931,FR,Production of energy,5.83333333333333333332
1932,FR,Production of energy,5.16666666666666666664
1933,FR,Production of energy,3.50000000000000000000
1934,FR,Production of energy,2.00000000000000000000
1935,FR,Production of energy,3.33888888888888888888
1936,FR,Production of energy,3.18333333333333333332
1937,FR,Production of energy,3.67142857142857142855
1938,FR,Production of energy,3.43333333333333333332
1939,FR,Production of energy,4.41666666666666666665
1940,FR,Production of energy,12.93333333333333333332
1941,FR,Production of energy,19.64999999999999999997
1942,FR,Production of energy,11.94999999999999999998
1943,FR,Production of energy,4.61666666666666666664
1944,FR,Production of energy,6.83333333333333333334
1945,FR,Production of energy,6.11666666666666666666
1946,FR,Production of energy,3.05384615384615384615
1947,FR,Production of energy,8.28730158730158730156
1948,FR,Production of energy,6.10833333333333333332
1949,FR,Production of energy,5.73717948717948717949
1950,FR,Production of energy,5.33049450549450549448
1951,FR,Production of energy,4.09285714285714285713
1952,FR,Production of energy,4.14999999999999999999
1953,FR,Production of energy,3.95833333333333333334
1954,FR,Production of energy,3.08333333333333333333
1955,FR,Production of energy,4.89166666666666666665
1956,FR,Production of energy,2.87500000000000000000
1957,FR,Production of energy,12.70992063492063492062
1958,FR,Production of energy,20.29531024531024531020
1959,FR,Production of energy,20.61509046509046509042
1960,FR,Production of energy,15.67162698412698412696
1961,FR,Production of energy,15.70509768009768009766
1962,FR,Production of energy,26.95521561771561771560
1963,FR,Production of energy,27.33674422799422799417
1964,FR,Production of energy,27.52533577533577533574
1965,FR,Production of energy,23.76700937950937950936
1966,FR,Production of energy,21.97519841269841269835
1967,FR,Production of energy,27.10972222222222222216
1968,FR,Production of energy,13.03253968253968253966
1969,FR,Production of energy,10.95039682539682539679
1970,FR,Production of energy,14.75757575757575757572
1971,FR,Production of energy,16.20813492063492063490
1972,FR,Production of energy,15.15424477483301012710
1973,FR,Production of energy,18.80595238095238095234
1974,FR,Production of energy,21.01706349206349206345
1975,FR,Production of energy,22.87081529581529581528
1976,FR,Production of energy,19.34040126540126540122
1977,FR,Production of energy,26.38573581436484662288
1978,FR,Production of energy,31.57295482295482295481
1979,FR,Production of energy,41.34603174603174603167
1980,FR,Production of energy,40.82958569208569208561
1981,FR,Production of energy,55.20715922965922965915
1982,FR,Production of energy,36.84336635586635586634
1983,FR,Production of energy,37.65685425685425685420
1984,FR,Production of energy,38.99603729603729603722
1985,FR,Production of energy,36.05922873422873422868
1986,FR,Production of energy,28.94977152477152477148
1987,FR,Production of energy,26.42686387686387686389
1988,FR,Production of energy,28.11304706215696927768
1989,FR,Production of energy,20.35717893217893217892
1990,FR,Production of energy,21.89849567099567099566
1991,FR,Production of energy,18.57499162630741578107
1992,FR,Production of energy,24.83778543581175160118
1993,FR,Production of energy,21.55596577335707770488
1994,FR,Production of energy,21.91549422799422799426
1995,FR,Production of energy,15.68498237873237873238
1996,FR,Production of energy,15.25093119843119843119
1997,FR,Production of energy,18.49962786933310307056
1998,FR,Production of energy,21.76870190639540484742
1999,FR,Production of energy,27.16840565241672662589
2000,FR,Production of energy,28.59906570553629377156
2001,FR,Production of energy,23.46719345391525361912
2002,FR,Production of energy,34.25473239304497905420
2003,FR,Production of energy,36.60526180875182844791
2004,FR,Production of energy,36.71051387333878389896
2005,FR,Production of energy,41.72924361674951668824
2006,FR,Production of energy,43.62450815906460880587
2007,FR,Production of energy,61.70566908022796824620
2008,FR,Production of energy,67.28226259240920297745
2009,FR,Production of energy,78.51271280170459934292
2010,FR,Production of energy,84.57145674550290197646
2011,FR,Production of energy,95.67056980049371518429
2012,FR,Production of energy,87.22791591784867592773
2013,FR,Production of energy,91.88528677296189912092
2014,FR,Production of energy,86.60181952885857468478
2015,FR,Production of energy,87.77573971389656707142
2016,FR,Production of energy,70.82629278995303220034
2017,FR,Production of energy,31.14511035261035261034
2018,FR,Production of energy,1.89835164835164835165
9999,FR,Production of energy,5.75000000000000000000
1897,GB,Production of energy,0.75000000000000000000
1900,GB,Production of energy,0.25000000000000000000
1903,GB,Production of energy,0.46666666666666666667
1904,GB,Production of energy,3.25000000000000000000
1907,GB,Production of energy,0.25000000000000000000
1908,GB,Production of energy,2.16666666666666666667
1909,GB,Production of energy,0.50000000000000000000
1910,GB,Production of energy,1.16666666666666666666
1911,GB,Production of energy,1.86666666666666666666
1912,GB,Production of energy,1.95000000000000000000
1913,GB,Production of energy,0.33333333333333333333
1914,GB,Production of energy,0.50000000000000000000
1915,GB,Production of energy,0.33333333333333333333
1916,GB,Production of energy,0.50000000000000000000
1917,GB,Production of energy,3.45000000000000000000
1918,GB,Production of energy,1.33333333333333333333
1919,GB,Production of energy,4.16666666666666666666
1920,GB,Production of energy,1.99999999999999999999
1921,GB,Production of energy,1.16666666666666666666
1922,GB,Production of energy,2.66666666666666666666
1923,GB,Production of energy,0.25000000000000000000
1924,GB,Production of energy,0.70000000000000000000
1925,GB,Production of energy,0.90000000000000000000
1926,GB,Production of energy,1.00000000000000000000
1927,GB,Production of energy,1.53333333333333333332
1928,GB,Production of energy,1.16666666666666666667
1929,GB,Production of energy,1.50000000000000000000
1930,GB,Production of energy,0.25000000000000000000
1931,GB,Production of energy,0.50000000000000000000
1932,GB,Production of energy,0.50000000000000000000
1933,GB,Production of energy,0.33333333333333333333
1934,GB,Production of energy,0.33333333333333333333
1935,GB,Production of energy,0.91666666666666666667
1937,GB,Production of energy,1.06666666666666666667
1938,GB,Production of energy,1.20000000000000000000
1941,GB,Production of energy,0.20000000000000000000
1942,GB,Production of energy,0.66666666666666666667
1943,GB,Production of energy,0.83333333333333333333
1944,GB,Production of energy,0.33333333333333333333
1945,GB,Production of energy,0.07142857142857142857
1946,GB,Production of energy,0.37500000000000000000
1947,GB,Production of energy,1.20000000000000000000
1948,GB,Production of energy,1.70000000000000000000
1949,GB,Production of energy,1.30000000000000000000
1951,GB,Production of energy,1.22619047619047619047
1952,GB,Production of energy,2.63333333333333333333
1953,GB,Production of energy,2.73333333333333333333
1954,GB,Production of energy,1.58333333333333333333
1955,GB,Production of energy,5.76111111111111111110
1956,GB,Production of energy,10.09130771189594719006
1957,GB,Production of energy,19.57579365079365079362
1958,GB,Production of energy,22.58394660894660894663
1959,GB,Production of energy,18.01654456654456654455
1960,GB,Production of energy,7.69985569985569985570
1961,GB,Production of energy,13.78647741147741147738
1962,GB,Production of energy,17.23040496540496540493
1963,GB,Production of energy,19.43580169830169830169
1964,GB,Production of energy,23.26975568004979769683
1965,GB,Production of energy,22.40954184704184704185
1966,GB,Production of energy,16.92102591036414565825
1967,GB,Production of energy,14.97976190476190476189
1968,GB,Production of energy,18.87390289449112978522
1969,GB,Production of energy,13.10358946608946608949
1970,GB,Production of energy,7.55760252819076348489
1971,GB,Production of energy,8.90101010101010101013
1972,GB,Production of energy,8.29694749694749694752
1973,GB,Production of energy,11.09047619047619047618
1974,GB,Production of energy,13.23656015037593984962
1975,GB,Production of energy,12.41908914728682170540
1976,GB,Production of energy,11.60816122874946404358
1977,GB,Production of energy,16.93116883116883116883
1978,GB,Production of energy,15.96265956265956265955
1979,GB,Production of energy,16.53293650793650793652
1980,GB,Production of energy,17.75675111925111925111
1981,GB,Production of energy,17.37030235846025319708
1982,GB,Production of energy,18.13237734487734487737
1983,GB,Production of energy,15.83698662448662448658
1984,GB,Production of energy,20.34355353743010445032
1985,GB,Production of energy,23.47875294640000522351
1986,GB,Production of energy,14.25468975468975468973
1987,GB,Production of energy,11.76011904761904761903
1988,GB,Production of energy,12.01694139194139194139
1989,GB,Production of energy,12.50994651483781918561
1990,GB,Production of energy,14.30811688311688311684
1991,GB,Production of energy,17.64485467578773866808
1992,GB,Production of energy,17.49123376623376623377
1993,GB,Production of energy,15.89124278499278499279
1994,GB,Production of energy,12.91001082251082251082
1995,GB,Production of energy,15.14674061043626261020
1996,GB,Production of energy,15.58583122244112956188
1997,GB,Production of energy,15.04610885903455562901
1998,GB,Production of energy,10.36355646834681698053
1999,GB,Production of energy,10.98547262568261937003
2000,GB,Production of energy,13.28440530767896496795
2001,GB,Production of energy,20.05333411142234671645
2002,GB,Production of energy,22.82760842181877987503
2003,GB,Production of energy,21.02487433168600518365
2004,GB,Production of energy,23.34030547279404200189
2005,GB,Production of energy,32.87276451633436260323
2006,GB,Production of energy,35.09725760985443363526
2007,GB,Production of energy,43.12951773182543290109
2008,GB,Production of energy,44.97523898974105048566
2009,GB,Production of energy,51.03669744774404299886
2010,GB,Production of energy,64.97968232923761472457
2011,GB,Production of energy,70.30580065440285081681
2012,GB,Production of energy,73.49130135646176131660
2013,GB,Production of energy,73.25301178663153775818
2014,GB,Production of energy,82.64724678244606813971
2015,GB,Production of energy,80.48860220187475230481
2016,GB,Production of energy,78.46040719923729077074
2017,GB,Production of energy,53.07538533140327347713
2018,GB,Production of energy,6.96746031746031746034
9999,GB,Production of energy,6.00000000000000000000
1979,GE,Production of energy,0.50000000000000000000
1990,GE,Production of energy,0.50000000000000000000
1991,GE,Production of energy,2.00000000000000000000
1992,GE,Production of energy,0.50000000000000000000
1998,GE,Production of energy,5.28333333333333333333
1999,GE,Production of energy,12.50000000000000000000
2000,GE,Production of energy,8.50000000000000000000
2001,GE,Production of energy,7.00000000000000000000
2002,GE,Production of energy,5.00000000000000000000
2003,GE,Production of energy,2.00000000000000000000
2004,GE,Production of energy,6.00000000000000000000
2005,GE,Production of energy,6.05000000000000000000
2006,GE,Production of energy,6.33333333333333333334
2007,GE,Production of energy,4.20000000000000000000
2008,GE,Production of energy,1.00000000000000000000
2009,GE,Production of energy,4.00000000000000000000
2010,GE,Production of energy,5.33333333333333333334
2011,GE,Production of energy,3.00000000000000000000
2012,GE,Production of energy,3.29166666666666666667
